SOIL_LANDSCAPE_ID,ERI_WIND_1981_VAL,ERI_WIND_1981_CLASS,ERI_WIND_1981_CLASS_EN,ERI_WIND_1981_CLASS_FR,ERI_WIND_1986_VAL,ERI_WIND_1986_CLASS,ERI_WIND_1986_CLASS_EN,ERI_WIND_1986_CLASS_FR,ERI_WIND_1991_VAL,ERI_WIND_1991_CLASS,ERI_WIND_1991_CLASS_EN,ERI_WIND_1991_CLASS_FR,ERI_WIND_1996_VAL,ERI_WIND_1996_CLASS,ERI_WIND_1996_CLASS_EN,ERI_WIND_1996_CLASS_FR,ERI_WIND_2001_VAL,ERI_WIND_2001_CLASS,ERI_WIND_2001_CLASS_EN,ERI_WIND_2001_CLASS_FR,ERI_WIND_2006_VAL,ERI_WIND_2006_CLASS,ERI_WIND_2006_CLASS_EN,ERI_WIND_2006_CLASS_FR,ERI_WIND_2011_VAL,ERI_WIND_2011_CLASS,ERI_WIND_2011_CLASS_EN,ERI_WIND_2011_CLASS_FR,ERI_WIND_2016_VAL,ERI_WIND_2016_CLASS,ERI_WIND_2016_CLASS_EN,ERI_WIND_2016_CLASS_FR,ERI_WIND_2021_VAL,ERI_WIND_2021_CLASS,ERI_WIND_2021_CLASS_EN,ERI_WIND_2021_CLASS_FR,ERI_WIND_81_21_CHG_VAL,ERI_WIND_81_21_CHG_CLASS,ERI_WIND_81_21_CHG_CLASS_EN,ERI_WIND_81_21_CHG_CLASS_FR
809013,2.691,1,Very Low,Très faible,2.243,1,Very Low,Très faible,1.898,1,Very Low,Très faible,2.165,1,Very Low,Très faible,1.7,1,Very Low,Très faible,0.966,1,Very Low,Très faible,0.776,1,Very Low,Très faible,0.39,1,Very Low,Très faible,0.342,1,Very Low,Très faible,-2.349,-1,Decrease,Diminuation
809014,1.901,1,Very Low,Très faible,1.578,1,Very Low,Très faible,1.32,1,Very Low,Très faible,1.465,1,Very Low,Très faible,1.059,1,Very Low,Très faible,0.538,1,Very Low,Très faible,0.397,1,Very Low,Très faible,0.229,1,Very Low,Très faible,0.196,1,Very Low,Très faible,-1.705,-1,Decrease,Diminuation
809015,1.829,1,Very Low,Très faible,1.545,1,Very Low,Très faible,1.248,1,Very Low,Très faible,1.403,1,Very Low,Très faible,1.13,1,Very Low,Très faible,0.628,1,Very Low,Très faible,0.584,1,Very Low,Très faible,0.27,1,Very Low,Très faible,0.238,1,Very Low,Très faible,-1.591,-1,Decrease,Diminuation
809016,2.984,1,Very Low,Très faible,2.589,1,Very Low,Très faible,2.066,1,Very Low,Très faible,2.269,1,Very Low,Très faible,1.866,1,Very Low,Très faible,1.049,1,Very Low,Très faible,0.813,1,Very Low,Très faible,0.436,1,Very Low,Très faible,0.404,1,Very Low,Très faible,-2.58,-1,Decrease,Diminuation
809017,4.435,1,Very Low,Très faible,3.776,1,Very Low,Très faible,3.06,1,Very Low,Très faible,3.467,1,Very Low,Très faible,2.613,1,Very Low,Très faible,1.33,1,Very Low,Très faible,0.946,1,Very Low,Très faible,0.503,1,Very Low,Très faible,0.417,1,Very Low,Très faible,-4.018,-1,Decrease,Diminuation
809018,1.77,1,Very Low,Très faible,1.512,1,Very Low,Très faible,1.208,1,Very Low,Très faible,1.379,1,Very Low,Très faible,1.155,1,Very Low,Très faible,0.627,1,Very Low,Très faible,0.572,1,Very Low,Très faible,0.281,1,Very Low,Très faible,0.263,1,Very Low,Très faible,-1.507,-1,Decrease,Diminuation
809019,1.554,1,Very Low,Très faible,1.331,1,Very Low,Très faible,1.21,1,Very Low,Très faible,1.403,1,Very Low,Très faible,0.996,1,Very Low,Très faible,0.555,1,Very Low,Très faible,0.417,1,Very Low,Très faible,0.231,1,Very Low,Très faible,0.208,1,Very Low,Très faible,-1.346,-1,Decrease,Diminuation
809020,2.94,1,Very Low,Très faible,2.525,1,Very Low,Très faible,2.274,1,Very Low,Très faible,2.623,1,Very Low,Très faible,1.879,1,Very Low,Très faible,1.047,1,Very Low,Très faible,0.854,1,Very Low,Très faible,0.45,1,Very Low,Très faible,0.407,1,Very Low,Très faible,-2.533,-1,Decrease,Diminuation
809021,1.891,1,Very Low,Très faible,1.647,1,Very Low,Très faible,1.291,1,Very Low,Très faible,1.477,1,Very Low,Très faible,1.241,1,Very Low,Très faible,0.68,1,Very Low,Très faible,0.625,1,Very Low,Très faible,0.304,1,Very Low,Très faible,0.288,1,Very Low,Très faible,-1.603,-1,Decrease,Diminuation
810001,1.655,1,Very Low,Très faible,1.562,1,Very Low,Très faible,1.382,1,Very Low,Très faible,1.291,1,Very Low,Très faible,1.288,1,Very Low,Très faible,0.62,1,Very Low,Très faible,0.363,1,Very Low,Très faible,0.225,1,Very Low,Très faible,0.151,1,Very Low,Très faible,-1.504,-1,Decrease,Diminuation
810002,4.058,1,Very Low,Très faible,3.835,1,Very Low,Très faible,3.389,1,Very Low,Très faible,3.137,1,Very Low,Très faible,3.118,1,Very Low,Très faible,1.536,1,Very Low,Très faible,0.927,1,Very Low,Très faible,0.58,1,Very Low,Très faible,0.39,1,Very Low,Très faible,-3.668,-1,Decrease,Diminuation
810003,2.671,1,Very Low,Très faible,2.549,1,Very Low,Très faible,2.301,1,Very Low,Très faible,2.004,1,Very Low,Très faible,2.026,1,Very Low,Très faible,1.015,1,Very Low,Très faible,0.607,1,Very Low,Très faible,0.365,1,Very Low,Très faible,0.246,1,Very Low,Très faible,-2.425,-1,Decrease,Diminuation
811001,12.854,3,Moderate,Moyen,10.6,2,Low,Faible,8.936,2,Low,Faible,11.17,3,Moderate,Moyen,8.312,2,Low,Faible,3.64,1,Very Low,Très faible,0.929,1,Very Low,Très faible,1.036,1,Very Low,Très faible,0.888,1,Very Low,Très faible,-11.966,-2,Large Decrease,Grande diminuation
811002,2.948,1,Very Low,Très faible,2.434,1,Very Low,Très faible,1.99,1,Very Low,Très faible,2.37,1,Very Low,Très faible,1.894,1,Very Low,Très faible,0.773,1,Very Low,Très faible,0.166,1,Very Low,Très faible,0.195,1,Very Low,Très faible,0.137,1,Very Low,Très faible,-2.811,-1,Decrease,Diminuation
811003,2.062,1,Very Low,Très faible,1.705,1,Very Low,Très faible,1.444,1,Very Low,Très faible,1.747,1,Very Low,Très faible,1.358,1,Very Low,Très faible,0.59,1,Very Low,Très faible,0.131,1,Very Low,Très faible,0.122,1,Very Low,Très faible,0.085,1,Very Low,Très faible,-1.977,-1,Decrease,Diminuation
812001,1.781,1,Very Low,Très faible,1.646,1,Very Low,Très faible,1.592,1,Very Low,Très faible,1.723,1,Very Low,Très faible,1.029,1,Very Low,Très faible,1.145,1,Very Low,Très faible,1.147,1,Very Low,Très faible,0.867,1,Very Low,Très faible,0.806,1,Very Low,Très faible,-0.975,0,Little or no change,Peu ou pas de changement
812002,8.615,2,Low,Faible,8.501,2,Low,Faible,8.447,2,Low,Faible,8.844,2,Low,Faible,5.9,1,Very Low,Très faible,6.033,2,Low,Faible,5.252,1,Very Low,Très faible,4.002,1,Very Low,Très faible,3.694,1,Very Low,Très faible,-4.921,-1,Decrease,Diminuation
812003,14.34,3,Moderate,Moyen,13.886,3,Moderate,Moyen,13.384,3,Moderate,Moyen,13.412,3,Moderate,Moyen,9.903,2,Low,Faible,10.44,2,Low,Faible,8.894,2,Low,Faible,7.193,2,Low,Faible,6.688,2,Low,Faible,-7.652,-2,Large Decrease,Grande diminuation
812004,13.139,3,Moderate,Moyen,11.481,3,Moderate,Moyen,12.52,3,Moderate,Moyen,13.643,3,Moderate,Moyen,7.965,2,Low,Faible,7.47,2,Low,Faible,8.353,2,Low,Faible,6.003,2,Low,Faible,5.611,1,Very Low,Très faible,-7.528,-2,Large Decrease,Grande diminuation
812005,10.204,2,Low,Faible,9.965,2,Low,Faible,9.897,2,Low,Faible,10.355,2,Low,Faible,6.816,2,Low,Faible,6.473,2,Low,Faible,6.361,2,Low,Faible,4.976,1,Very Low,Très faible,4.612,1,Very Low,Très faible,-5.592,-1,Decrease,Diminuation
812006,21.399,3,Moderate,Moyen,20.704,3,Moderate,Moyen,20.018,3,Moderate,Moyen,21.108,3,Moderate,Moyen,15.316,3,Moderate,Moyen,12.416,3,Moderate,Moyen,12.957,3,Moderate,Moyen,10.594,2,Low,Faible,9.902,2,Low,Faible,-11.497,-2,Large Decrease,Grande diminuation
812007,4.933,1,Very Low,Très faible,4.862,1,Very Low,Très faible,4.813,1,Very Low,Très faible,5.065,1,Very Low,Très faible,3.232,1,Very Low,Très faible,2.876,1,Very Low,Très faible,2.694,1,Very Low,Très faible,2.444,1,Very Low,Très faible,2.409,1,Very Low,Très faible,-2.524,-1,Decrease,Diminuation
812008,13.473,3,Moderate,Moyen,13.272,3,Moderate,Moyen,12.954,3,Moderate,Moyen,13.388,3,Moderate,Moyen,8.633,2,Low,Faible,8.325,2,Low,Faible,8.134,2,Low,Faible,6.374,2,Low,Faible,5.954,1,Very Low,Très faible,-7.519,-2,Large Decrease,Grande diminuation
812009,13.198,3,Moderate,Moyen,13.203,3,Moderate,Moyen,12.551,3,Moderate,Moyen,12.835,3,Moderate,Moyen,8.433,2,Low,Faible,7.521,2,Low,Faible,6.964,2,Low,Faible,5.907,1,Very Low,Très faible,5.474,1,Very Low,Très faible,-7.724,-2,Large Decrease,Grande diminuation
812010,3.222,1,Very Low,Très faible,3.104,1,Very Low,Très faible,3.21,1,Very Low,Très faible,3.22,1,Very Low,Très faible,1.964,1,Very Low,Très faible,1.912,1,Very Low,Très faible,1.993,1,Very Low,Très faible,1.731,1,Very Low,Très faible,1.61,1,Very Low,Très faible,-1.612,-1,Decrease,Diminuation
812011,12.055,3,Moderate,Moyen,12.782,3,Moderate,Moyen,12.503,3,Moderate,Moyen,12.325,3,Moderate,Moyen,8.485,2,Low,Faible,7.132,2,Low,Faible,7.405,2,Low,Faible,6.203,2,Low,Faible,6.122,2,Low,Faible,-5.933,-1,Decrease,Diminuation
812012,1.502,1,Very Low,Très faible,1.461,1,Very Low,Très faible,1.545,1,Very Low,Très faible,1.479,1,Very Low,Très faible,1.032,1,Very Low,Très faible,1.104,1,Very Low,Très faible,0.937,1,Very Low,Très faible,0.914,1,Very Low,Très faible,0.845,1,Very Low,Très faible,-0.657,0,Little or no change,Peu ou pas de changement
813001,7.257,2,Low,Faible,6.815,2,Low,Faible,6.027,2,Low,Faible,4.53,1,Very Low,Très faible,3.348,1,Very Low,Très faible,1.873,1,Very Low,Très faible,1,1,Very Low,Très faible,0.978,1,Very Low,Très faible,0.854,1,Very Low,Très faible,-6.403,-2,Large Decrease,Grande diminuation
813002,9.137,2,Low,Faible,8.464,2,Low,Faible,7.694,2,Low,Faible,5.908,1,Very Low,Très faible,4.326,1,Very Low,Très faible,2.533,1,Very Low,Très faible,1.248,1,Very Low,Très faible,1.252,1,Very Low,Très faible,0.981,1,Very Low,Très faible,-8.156,-2,Large Decrease,Grande diminuation
813003,13.825,3,Moderate,Moyen,12.799,3,Moderate,Moyen,11.622,3,Moderate,Moyen,8.505,2,Low,Faible,6.555,2,Low,Faible,3.733,1,Very Low,Très faible,1.985,1,Very Low,Très faible,1.994,1,Very Low,Très faible,1.838,1,Very Low,Très faible,-11.987,-2,Large Decrease,Grande diminuation
813004,5.233,1,Very Low,Très faible,4.936,1,Very Low,Très faible,4.496,1,Very Low,Très faible,3.663,1,Very Low,Très faible,2.502,1,Very Low,Très faible,1.422,1,Very Low,Très faible,0.704,1,Very Low,Très faible,0.79,1,Very Low,Très faible,0.632,1,Very Low,Très faible,-4.601,-1,Decrease,Diminuation
813005,7.455,2,Low,Faible,7.405,2,Low,Faible,6.813,2,Low,Faible,5.547,1,Very Low,Très faible,3.681,1,Very Low,Très faible,1.975,1,Very Low,Très faible,0.952,1,Very Low,Très faible,1.061,1,Very Low,Très faible,0.832,1,Very Low,Très faible,-6.623,-2,Large Decrease,Grande diminuation
813006,5.138,1,Very Low,Très faible,4.971,1,Very Low,Très faible,4.635,1,Very Low,Très faible,3.803,1,Very Low,Très faible,2.535,1,Very Low,Très faible,1.478,1,Very Low,Très faible,0.662,1,Very Low,Très faible,0.797,1,Very Low,Très faible,0.656,1,Very Low,Très faible,-4.482,-1,Decrease,Diminuation
813007,8.546,2,Low,Faible,7.971,2,Low,Faible,7.428,2,Low,Faible,5.485,1,Very Low,Très faible,4.055,1,Very Low,Très faible,2.393,1,Very Low,Très faible,1.061,1,Very Low,Très faible,1.05,1,Very Low,Très faible,0.833,1,Very Low,Très faible,-7.713,-2,Large Decrease,Grande diminuation
813008,8.244,2,Low,Faible,7.859,2,Low,Faible,7.206,2,Low,Faible,5.769,1,Very Low,Très faible,3.823,1,Very Low,Très faible,2.469,1,Very Low,Très faible,1.145,1,Very Low,Très faible,1.209,1,Very Low,Très faible,1.048,1,Very Low,Très faible,-7.196,-2,Large Decrease,Grande diminuation
813009,4.767,1,Very Low,Très faible,4.478,1,Very Low,Très faible,4.14,1,Very Low,Très faible,3.23,1,Very Low,Très faible,2.34,1,Very Low,Très faible,1.357,1,Very Low,Très faible,0.603,1,Very Low,Très faible,0.625,1,Very Low,Très faible,0.505,1,Very Low,Très faible,-4.262,-1,Decrease,Diminuation
814001,7.589,2,Low,Faible,6.4,2,Low,Faible,5.298,1,Very Low,Très faible,5.841,1,Very Low,Très faible,6.01,2,Low,Faible,3.206,1,Very Low,Très faible,2.696,1,Very Low,Très faible,1.112,1,Very Low,Très faible,0.868,1,Very Low,Très faible,-6.721,-2,Large Decrease,Grande diminuation
814002,1.907,1,Very Low,Très faible,1.578,1,Very Low,Très faible,1.312,1,Very Low,Très faible,1.391,1,Very Low,Très faible,1.471,1,Very Low,Très faible,0.808,1,Very Low,Très faible,0.672,1,Very Low,Très faible,0.277,1,Very Low,Très faible,0.221,1,Very Low,Très faible,-1.686,-1,Decrease,Diminuation
814003,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,,0,Not Assessed,Elément non évalué,0.172,1,Very Low,Très faible,0.131,1,Very Low,Très faible,,,Not Assessed,Elément non évalué
814004,2.022,1,Very Low,Très faible,1.69,1,Very Low,Très faible,1.369,1,Very Low,Très faible,1.541,1,Very Low,Très faible,1.73,1,Very Low,Très faible,0.802,1,Very Low,Très faible,0.717,1,Very Low,Très faible,0.296,1,Very Low,Très faible,0.229,1,Very Low,Très faible,-1.793,-1,Decrease,Diminuation
814005,4.258,1,Very Low,Très faible,3.574,1,Very Low,Très faible,2.924,1,Very Low,Très faible,3.241,1,Very Low,Très faible,3.386,1,Very Low,Très faible,1.747,1,Very Low,Très faible,1.437,1,Very Low,Très faible,0.628,1,Very Low,Très faible,0.52,1,Very Low,Très faible,-3.738,-1,Decrease,Diminuation
814006,1.486,1,Very Low,Très faible,1.24,1,Very Low,Très faible,1.036,1,Very Low,Très faible,1.12,1,Very Low,Très faible,1.153,1,Very Low,Très faible,0.611,1,Very Low,Très faible,0.526,1,Very Low,Très faible,0.224,1,Very Low,Très faible,0.167,1,Very Low,Très faible,-1.319,-1,Decrease,Diminuation
815001,12.348,3,Moderate,Moyen,10.819,2,Low,Faible,9.542,2,Low,Faible,10.65,2,Low,Faible,8.552,2,Low,Faible,5.268,1,Very Low,Très faible,2.992,1,Very Low,Très faible,2.351,1,Very Low,Très faible,2.423,1,Very Low,Très faible,-9.925,-2,Large Decrease,Grande diminuation
815002,10.553,2,Low,Faible,9.402,2,Low,Faible,7.964,2,Low,Faible,8.403,2,Low,Faible,7.101,2,Low,Faible,4.727,1,Very Low,Très faible,3.215,1,Very Low,Très faible,2.442,1,Very Low,Très faible,2.507,1,Very Low,Très faible,-8.046,-2,Large Decrease,Grande diminuation
815003,14.572,3,Moderate,Moyen,13.534,3,Moderate,Moyen,11.3,3,Moderate,Moyen,12.608,3,Moderate,Moyen,9.761,2,Low,Faible,5.801,1,Very Low,Très faible,3.499,1,Very Low,Très faible,2.469,1,Very Low,Très faible,2.593,1,Very Low,Très faible,-11.979,-2,Large Decrease,Grande diminuation
815005,2.414,1,Very Low,Très faible,2.132,1,Very Low,Très faible,1.813,1,Very Low,Très faible,2,1,Very Low,Très faible,1.575,1,Very Low,Très faible,0.937,1,Very Low,Très faible,0.618,1,Very Low,Très faible,0.404,1,Very Low,Très faible,0.384,1,Very Low,Très faible,-2.03,-1,Decrease,Diminuation
815006,3.629,1,Very Low,Très faible,3.186,1,Very Low,Très faible,2.824,1,Very Low,Très faible,2.99,1,Very Low,Très faible,2.485,1,Very Low,Très faible,1.586,1,Very Low,Très faible,0.936,1,Very Low,Très faible,0.699,1,Very Low,Très faible,0.695,1,Very Low,Très faible,-2.934,-1,Decrease,Diminuation
815007,10.152,2,Low,Faible,8.943,2,Low,Faible,7.926,2,Low,Faible,8.398,2,Low,Faible,6.282,2,Low,Faible,3.944,1,Very Low,Très faible,2.321,1,Very Low,Très faible,1.667,1,Very Low,Très faible,1.675,1,Very Low,Très faible,-8.477,-2,Large Decrease,Grande diminuation
815008,10.81,2,Low,Faible,9.638,2,Low,Faible,8.745,2,Low,Faible,9.191,2,Low,Faible,7.083,2,Low,Faible,4.426,1,Very Low,Très faible,2.882,1,Very Low,Très faible,1.671,1,Very Low,Très faible,1.633,1,Very Low,Très faible,-9.177,-2,Large Decrease,Grande diminuation
816001,2.967,1,Very Low,Très faible,2.854,1,Very Low,Très faible,2.591,1,Very Low,Très faible,2.147,1,Very Low,Très faible,2.045,1,Very Low,Très faible,0.937,1,Very Low,Très faible,0.557,1,Very Low,Très faible,0.514,1,Very Low,Très faible,0.414,1,Very Low,Très faible,-2.553,-1,Decrease,Diminuation
816002,9.462,2,Low,Faible,9.226,2,Low,Faible,8.437,2,Low,Faible,6.461,2,Low,Faible,5.633,1,Very Low,Très faible,2.983,1,Very Low,Très faible,1.671,1,Very Low,Très faible,1.547,1,Very Low,Très faible,1.208,1,Very Low,Très faible,-8.254,-2,Large Decrease,Grande diminuation
816003,16.021,3,Moderate,Moyen,15.499,3,Moderate,Moyen,14.148,3,Moderate,Moyen,11.547,3,Moderate,Moyen,10.391,2,Low,Faible,5.194,1,Very Low,Très faible,3.405,1,Very Low,Très faible,3.269,1,Very Low,Très faible,2.661,1,Very Low,Très faible,-13.36,-2,Large Decrease,Grande diminuation
816004,2.93,1,Very Low,Très faible,2.878,1,Very Low,Très faible,2.624,1,Very Low,Très faible,1.942,1,Very Low,Très faible,1.845,1,Very Low,Très faible,0.912,1,Very Low,Très faible,0.492,1,Very Low,Très faible,0.4,1,Very Low,Très faible,0.319,1,Very Low,Très faible,-2.611,-1,Decrease,Diminuation
816005,3.943,1,Very Low,Très faible,3.824,1,Very Low,Très faible,3.474,1,Very Low,Très faible,2.79,1,Very Low,Très faible,2.611,1,Very Low,Très faible,1.186,1,Very Low,Très faible,0.669,1,Very Low,Très faible,0.609,1,Very Low,Très faible,0.493,1,Very Low,Très faible,-3.45,-1,Decrease,Diminuation
816006,6.909,2,Low,Faible,6.671,2,Low,Faible,5.978,1,Very Low,Très faible,4.538,1,Very Low,Très faible,4.101,1,Very Low,Très faible,2.146,1,Very Low,Très faible,1.211,1,Very Low,Très faible,1.074,1,Very Low,Très faible,0.841,1,Very Low,Très faible,-6.068,-2,Large Decrease,Grande diminuation
816007,16.684,3,Moderate,Moyen,15.978,3,Moderate,Moyen,14.454,3,Moderate,Moyen,10.602,2,Low,Faible,9.413,2,Low,Faible,4.868,1,Very Low,Très faible,2.804,1,Very Low,Très faible,2.634,1,Very Low,Très faible,2.105,1,Very Low,Très faible,-14.579,-2,Large Decrease,Grande diminuation
816008,13.392,3,Moderate,Moyen,13.296,3,Moderate,Moyen,12.049,3,Moderate,Moyen,9.141,2,Low,Faible,8.107,2,Low,Faible,3.954,1,Very Low,Très faible,2.153,1,Very Low,Très faible,1.765,1,Very Low,Très faible,1.325,1,Very Low,Très faible,-12.067,-2,Large Decrease,Grande diminuation
816009,7.296,2,Low,Faible,7.353,2,Low,Faible,6.682,2,Low,Faible,4.761,1,Very Low,Très faible,4.416,1,Very Low,Très faible,2.295,1,Very Low,Très faible,1.246,1,Very Low,Très faible,1.096,1,Very Low,Très faible,0.844,1,Very Low,Très faible,-6.452,-2,Large Decrease,Grande diminuation
816010,8.038,2,Low,Faible,7.707,2,Low,Faible,7.042,2,Low,Faible,5.307,1,Very Low,Très faible,4.952,1,Very Low,Très faible,2.576,1,Very Low,Très faible,1.433,1,Very Low,Très faible,1.179,1,Very Low,Très faible,0.904,1,Very Low,Très faible,-7.134,-2,Large Decrease,Grande diminuation
816011,19.167,3,Moderate,Moyen,18.209,3,Moderate,Moyen,16.182,3,Moderate,Moyen,13.053,3,Moderate,Moyen,11.305,3,Moderate,Moyen,6.186,2,Low,Faible,4.214,1,Very Low,Très faible,3.878,1,Very Low,Très faible,3.213,1,Very Low,Très faible,-15.954,-2,Large Decrease,Grande diminuation
816012,10.084,2,Low,Faible,9.699,2,Low,Faible,8.817,2,Low,Faible,6.467,2,Low,Faible,5.916,1,Very Low,Très faible,3.007,1,Very Low,Très faible,1.614,1,Very Low,Très faible,1.402,1,Very Low,Très faible,1.11,1,Very Low,Très faible,-8.974,-2,Large Decrease,Grande diminuation
816013,14.143,3,Moderate,Moyen,14.144,3,Moderate,Moyen,12.832,3,Moderate,Moyen,9.507,2,Low,Faible,8.483,2,Low,Faible,4.324,1,Very Low,Très faible,2.357,1,Very Low,Très faible,2.019,1,Very Low,Très faible,1.562,1,Very Low,Très faible,-12.581,-2,Large Decrease,Grande diminuation
816014,5.959,1,Very Low,Très faible,5.781,1,Very Low,Très faible,5.234,1,Very Low,Très faible,3.898,1,Very Low,Très faible,3.628,1,Very Low,Très faible,1.851,1,Very Low,Très faible,1.079,1,Very Low,Très faible,0.95,1,Very Low,Très faible,0.794,1,Very Low,Très faible,-5.165,-1,Decrease,Diminuation
816015,10.65,2,Low,Faible,10.556,2,Low,Faible,9.555,2,Low,Faible,6.958,2,Low,Faible,6.455,2,Low,Faible,3.258,1,Very Low,Très faible,1.758,1,Very Low,Très faible,2.086,1,Very Low,Très faible,1.652,1,Very Low,Très faible,-8.998,-2,Large Decrease,Grande diminuation
816016,17.652,3,Moderate,Moyen,17.022,3,Moderate,Moyen,15.527,3,Moderate,Moyen,11.46,3,Moderate,Moyen,10.398,2,Low,Faible,5.938,1,Very Low,Très faible,3.255,1,Very Low,Très faible,3.599,1,Very Low,Très faible,3.038,1,Very Low,Très faible,-14.614,-2,Large Decrease,Grande diminuation
816017,13.136,3,Moderate,Moyen,12.447,3,Moderate,Moyen,11.262,3,Moderate,Moyen,8.369,2,Low,Faible,7.745,2,Low,Faible,4.217,1,Very Low,Très faible,2.717,1,Very Low,Très faible,2.317,1,Very Low,Très faible,1.976,1,Very Low,Très faible,-11.16,-2,Large Decrease,Grande diminuation
816018,5.493,1,Very Low,Très faible,5.165,1,Very Low,Très faible,4.718,1,Very Low,Très faible,3.476,1,Very Low,Très faible,3.113,1,Very Low,Très faible,1.64,1,Very Low,Très faible,1.047,1,Very Low,Très faible,0.882,1,Very Low,Très faible,0.727,1,Very Low,Très faible,-4.766,-1,Decrease,Diminuation
816019,4.169,1,Very Low,Très faible,3.941,1,Very Low,Très faible,3.572,1,Very Low,Très faible,2.639,1,Very Low,Très faible,2.458,1,Very Low,Très faible,1.308,1,Very Low,Très faible,0.861,1,Very Low,Très faible,0.675,1,Very Low,Très faible,0.588,1,Very Low,Très faible,-3.581,-1,Decrease,Diminuation
816020,4.037,1,Very Low,Très faible,3.82,1,Very Low,Très faible,3.438,1,Very Low,Très faible,2.484,1,Very Low,Très faible,2.298,1,Very Low,Très faible,1.246,1,Very Low,Très faible,0.692,1,Very Low,Très faible,0.427,1,Very Low,Très faible,0.362,1,Very Low,Très faible,-3.675,-1,Decrease,Diminuation
817001,5.066,1,Very Low,Très faible,4.374,1,Very Low,Très faible,3.559,1,Very Low,Très faible,3.725,1,Very Low,Très faible,4.161,1,Very Low,Très faible,2.583,1,Very Low,Très faible,1.489,1,Very Low,Très faible,0.996,1,Very Low,Très faible,1.116,1,Very Low,Très faible,-3.95,-1,Decrease,Diminuation
817002,3.702,1,Very Low,Très faible,3.208,1,Very Low,Très faible,2.607,1,Very Low,Très faible,2.72,1,Very Low,Très faible,2.938,1,Very Low,Très faible,1.887,1,Very Low,Très faible,1.104,1,Very Low,Très faible,0.683,1,Very Low,Très faible,0.769,1,Very Low,Très faible,-2.933,-1,Decrease,Diminuation
817003,4.638,1,Very Low,Très faible,4.008,1,Very Low,Très faible,3.268,1,Very Low,Très faible,3.408,1,Very Low,Très faible,3.727,1,Very Low,Très faible,2.32,1,Very Low,Très faible,1.309,1,Very Low,Très faible,0.877,1,Very Low,Très faible,0.969,1,Very Low,Très faible,-3.669,-1,Decrease,Diminuation
818001,2.483,1,Very Low,Très faible,2.288,1,Very Low,Très faible,2.312,1,Very Low,Très faible,1.934,1,Very Low,Très faible,1.474,1,Very Low,Très faible,1.201,1,Very Low,Très faible,1.37,1,Very Low,Très faible,1.06,1,Very Low,Très faible,1.052,1,Very Low,Très faible,-1.431,-1,Decrease,Diminuation
818002,5.92,1,Very Low,Très faible,5.941,1,Very Low,Très faible,5.693,1,Very Low,Très faible,5.14,1,Very Low,Très faible,4.25,1,Very Low,Très faible,3.145,1,Very Low,Très faible,3.463,1,Very Low,Très faible,3.017,1,Very Low,Très faible,3.018,1,Very Low,Très faible,-2.902,-1,Decrease,Diminuation
818003,3.695,1,Very Low,Très faible,3.421,1,Very Low,Très faible,3.281,1,Very Low,Très faible,2.576,1,Very Low,Très faible,2.236,1,Very Low,Très faible,1.643,1,Very Low,Très faible,2.039,1,Very Low,Très faible,1.599,1,Very Low,Très faible,1.633,1,Very Low,Très faible,-2.062,-1,Decrease,Diminuation
818004,2.941,1,Very Low,Très faible,2.781,1,Very Low,Très faible,2.595,1,Very Low,Très faible,2.3,1,Very Low,Très faible,2.058,1,Very Low,Très faible,1.594,1,Very Low,Très faible,1.51,1,Very Low,Très faible,1.373,1,Very Low,Très faible,1.387,1,Very Low,Très faible,-1.554,-1,Decrease,Diminuation
818005,3.578,1,Very Low,Très faible,3.564,1,Very Low,Très faible,3.486,1,Very Low,Très faible,3.601,1,Very Low,Très faible,2.336,1,Very Low,Très faible,1.748,1,Very Low,Très faible,1.755,1,Very Low,Très faible,1.635,1,Very Low,Très faible,1.624,1,Very Low,Très faible,-1.954,-1,Decrease,Diminuation
818006,3.125,1,Very Low,Très faible,3.086,1,Very Low,Très faible,2.99,1,Very Low,Très faible,2.518,1,Very Low,Très faible,2.198,1,Very Low,Très faible,1.757,1,Very Low,Très faible,1.848,1,Very Low,Très faible,1.656,1,Very Low,Très faible,1.583,1,Very Low,Très faible,-1.542,-1,Decrease,Diminuation
819001,13.585,3,Moderate,Moyen,11.578,3,Moderate,Moyen,9.368,2,Low,Faible,11.005,3,Moderate,Moyen,9.99,2,Low,Faible,7.96,2,Low,Faible,4.292,1,Very Low,Très faible,3.309,1,Very Low,Très faible,3.81,1,Very Low,Très faible,-9.775,-2,Large Decrease,Grande diminuation
819002,23.389,4,High,Élevé,19.911,3,Moderate,Moyen,16.262,3,Moderate,Moyen,19.086,3,Moderate,Moyen,17.573,3,Moderate,Moyen,14.04,3,Moderate,Moyen,7.559,2,Low,Faible,6.354,2,Low,Faible,7.249,2,Low,Faible,-16.14,-2,Large Decrease,Grande diminuation
820001,8.192,2,Low,Faible,7.216,2,Low,Faible,5.683,1,Very Low,Très faible,6.635,2,Low,Faible,4.65,1,Very Low,Très faible,3.167,1,Very Low,Très faible,1.8,1,Very Low,Très faible,1.124,1,Very Low,Très faible,1.102,1,Very Low,Très faible,-7.09,-2,Large Decrease,Grande diminuation
